event_id,continent,country,region,latitude,longitude,event_type,depth_km,magnitude,plate_involved_1,plate_involved_2,movement_type,velocity_mm_per_year,impact_summary,source_url,date_observed
EVT20121120_0385,Europe,Indonesia,Region_81,-31.0575,-140.8276,Transform Fault,210.34,4.4,Arabian Plate,North American Plate,Divergent,57.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-11-20
EVT20041010_0386,Australia,Japan,Region_60,-23.1319,88.1429,Delamination,100.02,9.4,North American Plate,North American Plate,Transform,86.73,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-10-10
EVT20220427_0387,Antarctica,Japan,Region_78,54.3366,101.5642,Delamination,562.67,7.4,North American Plate,North American Plate,Divergent,33.67,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-04-27
EVT20101107_0388,Asia,USA,Region_8,-7.7277,-60.2656,Delamination,414.87,8.4,Pacific Plate,Eurasian Plate,Divergent,34.51,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-11-07
EVT20200308_0389,South America,India,Region_30,20.0942,71.9417,Transform Fault,142.25,5.3,Indian Plate,Indian Plate,Convergent,83.94,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-03-08
EVT20170620_0390,Australia,Indonesia,Region_26,75.7841,81.2708,Delamination,500.51,8.9,Arabian Plate,Pacific Plate,Convergent,17.65,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-06-20
EVT20131011_0391,North America,China,Region_11,-48.2354,-45.3024,Convergent Zone,518.81,4.5,Indian Plate,North American Plate,Convergent,74.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-10-11
EVT20050821_0392,Antarctica,India,Region_28,77.712,113.0939,Subduction Zone,120.75,8.0,Indian Plate,Eurasian Plate,Convergent,96.63,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-08-21
EVT20011226_0393,Africa,Japan,Region_90,-17.2213,136.041,Rift,464.62,8.7,Indian Plate,Arabian Plate,Transform,71.59,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-12-26
EVT20180118_0394,Asia,Ethiopia,Region_99,-77.8001,-119.1841,Convergent Zone,251.97,4.6,Eurasian Plate,Indian Plate,Convergent,65.81,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-01-18
EVT20090412_0395,South America,Turkey,Region_68,-32.6624,44.5495,Delamination,334.55,5.8,Pacific Plate,Indian Plate,Divergent,64.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-04-12
EVT20080831_0396,South America,Turkey,Region_31,41.6281,70.8167,Rift,667.6,6.3,African Plate,North American Plate,Divergent,51.46,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-08-31
EVT20220119_0397,Asia,India,Region_76,-84.2646,91.5028,Rift,508.66,7.2,Eurasian Plate,African Plate,Convergent,96.97,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-01-19
EVT20130102_0398,Asia,India,Region_88,21.1613,-111.4236,Subduction Zone,435.22,9.2,Pacific Plate,African Plate,Convergent,34.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-01-02
EVT20090820_0399,Antarctica,Chile,Region_60,-23.0098,-137.4132,Convergent Zone,87.22,9.1,Arabian Plate,Arabian Plate,Transform,61.59,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-08-20
EVT20180514_0400,Europe,Indonesia,Region_83,17.3446,-51.071,Rift,535.04,5.6,Eurasian Plate,Pacific Plate,Convergent,92.42,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-05-14
EVT20220604_0401,South America,China,Region_74,36.9352,-4.3758,Rift,36.0,6.0,Pacific Plate,Pacific Plate,Divergent,92.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-06-04
EVT20180714_0402,Asia,Turkey,Region_94,-27.8781,-47.5778,Delamination,578.66,6.0,Indian Plate,Arabian Plate,Divergent,90.36,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-07-14
EVT20070227_0403,Antarctica,USA,Region_91,-54.2473,177.0744,Convergent Zone,142.75,6.8,North American Plate,Pacific Plate,Divergent,33.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-02-27
EVT20090221_0404,North America,USA,Region_26,-7.6207,-119.5462,Delamination,169.9,7.5,North American Plate,Eurasian Plate,Convergent,58.92,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-02-21
EVT20240411_0405,Antarctica,Japan,Region_84,72.0576,34.192,Subduction Zone,426.69,4.7,North American Plate,African Plate,Divergent,36.93,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-04-11
EVT20080306_0406,Australia,Chile,Region_92,-32.9535,178.7061,Subduction Zone,94.85,5.0,African Plate,Pacific Plate,Divergent,38.95,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-03-06
EVT20240528_0407,Asia,Chile,Region_17,-39.2107,66.2316,Convergent Zone,641.21,4.8,Indian Plate,African Plate,Convergent,21.66,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-05-28
EVT20131121_0408,Australia,China,Region_1,26.9321,169.4708,Subduction Zone,586.36,6.5,African Plate,Arabian Plate,Divergent,68.76,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-11-21
EVT20220209_0409,Asia,Indonesia,Region_60,16.5864,109.7988,Rift,656.94,5.3,Pacific Plate,Pacific Plate,Transform,11.32,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-02-09
EVT20050210_0410,Africa,USA,Region_89,73.6957,124.4039,Delamination,456.18,5.3,African Plate,African Plate,Divergent,32.6,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-02-10
EVT20230226_0411,Africa,Japan,Region_69,-75.1337,-108.9868,Delamination,663.11,9.2,Arabian Plate,Indian Plate,Divergent,65.56,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-02-26
EVT20100105_0412,North America,China,Region_2,23.9347,175.2562,Rift,308.87,8.7,African Plate,Eurasian Plate,Transform,32.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-01-05
EVT20050208_0413,South America,Indonesia,Region_91,-29.1946,49.276,Rift,549.86,5.8,Arabian Plate,Arabian Plate,Divergent,84.8,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-02-08
EVT20220319_0414,Antarctica,India,Region_16,-7.1577,101.2351,Subduction Zone,572.67,5.6,Indian Plate,Indian Plate,Transform,66.89,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-03-19
EVT20011230_0415,Africa,Turkey,Region_74,-85.6524,90.3471,Transform Fault,665.43,4.6,North American Plate,Indian Plate,Divergent,68.74,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-12-30
EVT20200415_0416,North America,Chile,Region_96,-75.0366,-78.4819,Rift,667.57,5.6,North American Plate,Pacific Plate,Transform,72.72,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-04-15
EVT20190828_0417,South America,Turkey,Region_49,-67.8821,32.9149,Convergent Zone,451.27,7.6,Eurasian Plate,Indian Plate,Transform,57.3,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-08-28
EVT20201104_0418,Antarctica,Indonesia,Region_84,-57.5933,149.7054,Convergent Zone,415.51,4.4,Pacific Plate,Arabian Plate,Transform,52.93,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-11-04
EVT20150406_0419,South America,Ethiopia,Region_1,59.9627,45.085,Delamination,311.58,5.1,North American Plate,Pacific Plate,Convergent,34.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-04-06
EVT20070730_0420,Australia,Turkey,Region_17,-10.0607,-64.0298,Rift,267.84,5.4,Pacific Plate,Pacific Plate,Transform,25.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-07-30
EVT20220121_0421,North America,Turkey,Region_54,-88.536,115.214,Convergent Zone,323.23,6.4,Indian Plate,Arabian Plate,Divergent,67.86,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-01-21
EVT20121213_0422,Africa,China,Region_72,48.0189,-34.265,Rift,12.8,5.0,African Plate,Eurasian Plate,Divergent,41.97,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-12-13
EVT20060323_0423,North America,USA,Region_63,28.9603,-130.5113,Convergent Zone,542.87,9.1,Pacific Plate,Arabian Plate,Transform,50.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-03-23
EVT20211110_0424,Australia,China,Region_83,37.5741,-175.7785,Subduction Zone,359.03,6.1,Indian Plate,Arabian Plate,Transform,46.02,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-11-10
EVT20181201_0425,Australia,Turkey,Region_15,-47.3312,-21.2401,Transform Fault,680.29,9.5,Eurasian Plate,Eurasian Plate,Divergent,77.47,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-12-01
EVT20030630_0426,Australia,Japan,Region_77,27.0421,-37.0847,Subduction Zone,264.1,6.4,North American Plate,Arabian Plate,Transform,40.98,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-06-30
EVT20160808_0427,Asia,Chile,Region_54,-78.2542,26.4019,Convergent Zone,392.06,4.7,Pacific Plate,Eurasian Plate,Convergent,42.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-08-08
EVT20061219_0428,Africa,USA,Region_4,59.6985,-156.9996,Subduction Zone,392.84,4.3,Eurasian Plate,Eurasian Plate,Divergent,26.41,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-12-19
EVT20080327_0429,Europe,Chile,Region_92,-80.2903,-83.1628,Delamination,40.57,4.2,Indian Plate,African Plate,Transform,81.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-03-27
EVT20071202_0430,Africa,Chile,Region_37,26.0503,68.5671,Rift,608.54,9.0,North American Plate,African Plate,Convergent,67.91,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-12-02
EVT20050403_0431,Europe,Turkey,Region_69,68.0616,-134.7783,Convergent Zone,146.42,5.0,Indian Plate,Eurasian Plate,Divergent,22.61,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-04-03
EVT20101001_0432,South America,Chile,Region_30,53.5769,-44.7821,Delamination,35.75,5.4,Indian Plate,African Plate,Convergent,95.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-10-01
EVT20230401_0433,Antarctica,China,Region_31,80.3808,86.6941,Rift,122.54,8.1,African Plate,Eurasian Plate,Convergent,44.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-04-01
EVT20061120_0434,Asia,Chile,Region_56,54.243,178.0264,Convergent Zone,655.57,5.4,North American Plate,African Plate,Convergent,21.06,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-11-20
EVT20130228_0435,Antarctica,China,Region_36,-52.0552,172.6668,Convergent Zone,469.66,6.5,Arabian Plate,Pacific Plate,Transform,86.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-02-28
EVT20050907_0436,North America,Indonesia,Region_40,-83.2764,-106.0882,Rift,682.74,7.6,Arabian Plate,North American Plate,Divergent,56.93,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-09-07
EVT20020417_0437,Europe,India,Region_88,-45.1924,153.7976,Delamination,682.91,6.3,Indian Plate,Indian Plate,Transform,42.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-04-17
EVT20170310_0438,North America,Chile,Region_59,40.27,-58.1186,Convergent Zone,639.97,8.2,Pacific Plate,African Plate,Convergent,63.34,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-03-10
EVT20110324_0439,South America,China,Region_61,63.7603,-111.23,Transform Fault,550.8,9.3,Indian Plate,Arabian Plate,Convergent,74.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-03-24
EVT20231118_0440,Australia,USA,Region_14,-24.862,-108.3288,Rift,599.94,7.1,African Plate,North American Plate,Transform,26.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-11-18
EVT20090929_0441,Europe,Ethiopia,Region_96,48.8789,92.5581,Transform Fault,511.24,5.4,North American Plate,Pacific Plate,Divergent,11.08,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-09-29
EVT20040101_0442,Asia,India,Region_97,-30.3376,-56.37,Rift,451.39,4.4,Pacific Plate,Pacific Plate,Divergent,40.03,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-01-01
EVT20010325_0443,Antarctica,India,Region_15,82.8027,27.6796,Subduction Zone,589.77,9.2,Eurasian Plate,Indian Plate,Divergent,89.78,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-03-25
EVT20140716_0444,Europe,Japan,Region_63,-77.5365,-65.5851,Rift,152.3,7.5,Pacific Plate,African Plate,Transform,19.54,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-07-16
EVT20060813_0445,Australia,USA,Region_7,-86.4133,50.6168,Subduction Zone,436.45,5.4,Eurasian Plate,Pacific Plate,Convergent,74.85,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-08-13
EVT20231123_0446,Europe,USA,Region_24,4.794,130.2513,Rift,176.8,4.7,Eurasian Plate,Pacific Plate,Convergent,15.78,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-11-23
EVT20210101_0447,South America,Indonesia,Region_89,29.076,-163.2045,Subduction Zone,75.52,5.6,Indian Plate,Arabian Plate,Divergent,70.33,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-01-01
